Description,Category
Flight Centre,Overseas Travelling
Cabvision,Car Hire & Taxis
THE GRENADIER,Entertainment
Payment: Matt Zarb,Creditors Control Account
Payment: Andrew Coley,Creditors Control Account
Payment: Cameron Anderson,Creditors Control Account
Nicola Dines,Net Wages
Payment: Justin Hazell,Creditors Control Account
Payment: Jodi Hutton,Creditors Control Account
Payment: Alex Jacobs,Creditors Control Account
TFL,Travelling
CURB MOBILITY,Travelling
Payment: Rachael Lynette Penrose,Creditors Control Account
Payment: Garry Mannion,Creditors Control Account
Payment: LEE J PRODUCTIONS,Creditors Control Account
Payment: G Grant,Creditors Control Account
Payment: Dylan Reeves-Fellows,Creditors Control Account
OSTERIA ROMANA,Entertainment
Payment: David Broido,Creditors Control Account
Payment: Transport For London,Creditors Control Account
Payment: dale edwards,Creditors Control Account
Payment: Matt Zarb,Creditors Control Account
Payment: Jack Newton,Creditors Control Account
Payment: Antonia James Grey,Creditors Control Account
Payment: frobiz ltd,Creditors Control Account
Payment: Rob Thornton,Creditors Control Account
HMRC,P.A.Y.E.
Payment: daniel robert leigh,Creditors Control Account
Payment: Dylan Reeves-Fellows,Creditors Control Account
Wimbledon Village,"Rent, 2202 - VAT"
IONOS LTD,"Computers & Software, 2202 - VAT"
DROPBOXINTE,Computers & Software
Taxi,Car Hire & Taxis
Harrods,Directors Loan Accounts (Director 1)
Payment: UBS,Accounts Receivable
Payment: Hotels.com,Creditors Control Account
HOTELSCOM,Hotels
Payment: Mercedes Benz,Accounts Receivable
Payment: Sage Global Services,Creditors Control Account
Payment: Toni & Guy,Creditors Control Account
Payment: Wine Unlimited,Creditors Control Account
Harrods,Directors Loan Accounts (Director 1)
Shell,Vehicle Fuel
Payment: Formula E Operations Ltd,Accounts Receivable
Vodaphone,"Telephone and Fax, 2202 - VAT"
Parking,Travelling
Payment: Adobe Systems Software,Creditors Control Account
The Vineyard,Entertainment
Payment: Abu Dhabi Motorsports Management,Accounts Receivable
MOTOR SPORT MAGAZI,Subscriptions
Harrods,Directors Loan Accounts (Director 1)
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
APPLE.COM/BILL,Subscriptions
Personal,Directors Loan Accounts (Director 1)
Payment: Mercedes Benz,Accounts Receivable
Bank Transfer from 1200-Verbal Solutions Ltd to Black Amex,#N/A
Bank Transfer from 1200-Verbal Solutions Ltd to Black Amex,1200-Verbal Solutions Ltd
TELEGRAPHME,Subscriptions
Payment: SMC Detailing,Creditors Control Account
Payment: Goodwood,Creditors Control Account
Payment: UBS Business Solutions AG,Accounts Receivable
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
MOTIONARRA,Subscriptions
Personal,Directors Loan Accounts (Director 1)
Payment: Travelodge,Creditors Control Account
Payment: Mercedes Benz,Accounts Receivable
im software,Computers & Software
Payment: Zoom Video Communications Inc,Creditors Control Account
Flight Centre,Overseas Travelling
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Crows Nest Hotel,Pension Fund
British Airways,Overseas Travelling
Payment: Zoom Video Communications Inc,Creditors Control Account
British Airways,Overseas Travelling
Flight Centre,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Payment: LEE J PRODUCTIONS,Creditors Control Account
Payment: LEE J PRODUCTIONS,Creditors Control Account
British Airways,Overseas Travelling
Shell,Vehicle Fuel
British Airways,Overseas Travelling
British Airways,Overseas Travelling
THE REAL PIZZA COM RIDGE FARM,Entertainment
British Airways,Overseas Travelling
Flight Centre,Overseas Travelling
Payment: Amazon,Creditors Control Account
Flight Centre,Overseas Travelling
Payment: Adobe Systems Software,Creditors Control Account
British Airways,Overseas Travelling
Payment: Travelodge,Creditors Control Account
British Airways,Overseas Travelling
Flight Centre,Overseas Travelling
Flight Centre,Overseas Travelling
Payment: Prestige Paper,Creditors Control Account
Parking,Travelling
Flight Centre,Overseas Travelling
Payment: Amazon,Creditors Control Account
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Flight Centre,Overseas Travelling
Bank Charges,Bank Charges
Payment: HP Instant Ink,Creditors Control Account
Payment: Richemont Luxury (Singapore),Accounts Receivable
British Airways,Overseas Travelling
londonsockco,Directors Loan Accounts (Director 1)
AMAZON.CO.UK,Office Supplies
FUNKY HIRE LIMITED,Office Supplies
Flight Centre,Overseas Travelling
Payment: Funky Furniture Hire,Creditors Control Account
British Airways,Overseas Travelling
Sub concontractors,Sub-Contractors
Payment: Amazon,Creditors Control Account
Bank Transfer from 1200-Verbal Solutions Ltd to Platinum Amex,#N/A
Bank Transfer from 1200-Verbal Solutions Ltd to Platinum Amex,1200-Verbal Solutions Ltd
Payment: BT,Creditors Control Account
COORDINATION,Directors Loan Accounts (Director 1)
Flight Centre,Overseas Travelling
COORDINATION,Directors Loan Accounts (Director 1)
Payment: HPE c/o GMR marketing,Accounts Receivable
Apple,Subscriptions
Amazon,"Office Stationery, 2202 - VAT"
Amazon,"Office Stationery, 2202 - VAT"
IONOS LTD,"Computers & Software, 2202 - VAT"
Amazon,"Office Stationery, 2202 - VAT"
Payment: Dropbox,Creditors Control Account
Travelodge Hotels,Hotels
Payment: Personnel Checks,Creditors Control Account
Payment: Personnel Checks,Creditors Control Account
Payment: Personnel Checks,Creditors Control Account
Unknown,"Rent, 2202 - VAT"
Travelodge Hotels,Hotels
Travelodge,Hotels
Travelodge Hotels,Hotels
Payment: Toni & Guy,Creditors Control Account
Payment: Personnel Checks,Creditors Control Account
Payment: Tesco,Creditors Control Account
Payment: Ridge Farm,Creditors Control Account
Parking,Travelling
vodafone,"Telephone and Fax, 2202 - VAT"
Flight Centre,Overseas Travelling
ADDISON LEE LTD,Travelling
Tesco,Subsistence
Overpayment: Dylan Reeves-Fellows,Creditors Control Account
Payment: Sage Global Services,Creditors Control Account
Travelodge Hotels,Hotels
Travelodge Hotels,Hotels
Motor Sport Magazine,Subscriptions
Payment: Adobe Systems Software,Creditors Control Account
Payment: Tesco,Creditors Control Account
ADDISON LEE LTD,Travelling
Payment: Dylan Reeves-Fellows,Creditors Control Account
Overpayment: Dylan Reeves-Fellows,Creditors Control Account
Payment: Ridge Farm,Creditors Control Account
Payment: Waitrose & Partners,Creditors Control Account
Apple,Subscriptions
Payment: Pharmacy,Creditors Control Account
Payment: Hawk Couriers,Creditors Control Account
Payment: Tesco,Creditors Control Account
Taxi,Travelling
THESURREYOAKS THESURREY PARKGATE,Entertainment
DEXTERS CABS,Travelling
Payment: WH Smith,Creditors Control Account
Flight Centre,Overseas Travelling
Payment: Create Cocktails,Creditors Control Account
Amazon,"Office Stationery, 2202 - VAT"
Payment: Paella Fella,Creditors Control Account
WOODHATCH SERVICE STATI REIGATE,Vehicle Fuel
telegraph,Subscriptions
Bank Transfer from 1200-Verbal Solutions Ltd to Black Amex,#N/A
Bank Transfer from 1200-Verbal Solutions Ltd to Black Amex,1200-Verbal Solutions Ltd
AMR DORKING,Travelling
Payment: SMC Detailing,Creditors Control Account
Personal,Directors Loan Accounts (Director 1)
Payment: Sky,Creditors Control Account
Personal,Directors Loan Accounts (Director 1)
Personal,Directors Loan Accounts (Director 1)
Payment: Costa Coffee,Creditors Control Account
Payment: The Road Rat,Creditors Control Account
Nicola Dines,Net Wages
Payment: Oliver Pittam,Creditors Control Account
Payment: Dylan Reeves-Fellows,Creditors Control Account
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Nicola Dines,Net Wages
EXPRESSVPN,Subscriptions
Payment: LEE J PRODUCTIONS,Creditors Control Account
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: IWC Schaffhausen,Accounts Receivable
MOTIONARRA,Subscriptions
Simon Donohue,Sub-Contractors
JANET STURGES,Sub-Contractors
FUNKY HIRE LIMITED,Office Supplies
Payment: Barkers Print,Creditors Control Account
Payment: Zoom Video Communications Inc,Creditors Control Account
British Airways,Overseas Travelling
Flight Centre,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Bank Charges,Bank Charges
Payment: Eddie Usher,Creditors Control Account
im software,Computers & Software
British Airways,Overseas Travelling
Flight Centre,Overseas Travelling
Kokoro Dorking,Subsistence
Payment: Wine Unlimited,Creditors Control Account
Payment: Mr Gregory Cathcart,Creditors Control Account
Payment: frobiz ltd,Creditors Control Account
Payment: Zoom Video Communications Inc,Creditors Control Account
British Airways,Overseas Travelling
Payment: Jack Newton,Creditors Control Account
Payment: Rob Thornton,Creditors Control Account
Payment: dale edwards,Creditors Control Account
"Payment: CrowdStrike, Inc_",Accounts Receivable
COORDINATION,Directors Loan Accounts (Director 1)
Flight Centre,Overseas Travelling
Payment: Adobe Systems Software,Creditors Control Account
Payment: HP Instant Ink,Creditors Control Account
londonsockco,Directors Loan Accounts (Director 1)
Payment: Post Office,Creditors Control Account
EUG04091 CRAWLEY,Subscriptions
Payment: BT,Creditors Control Account
HMRC,VAT
Bank Transfer from 1200-Verbal Solutions Ltd to Platinum Amex,#N/A
Bank Transfer from 1200-Verbal Solutions Ltd to Platinum Amex,1200-Verbal Solutions Ltd
Payment: Barbell Apparel,Creditors Control Account
County Clothes,Clothing Costs
Payment: Toni & Guy,Creditors Control Account
1ST STOP STATIONERS LTD REIGATE,Office Stationery
IONOS LTD,"Computers & Software, 2202 - VAT"
Payment: Scott's Business Travel,Creditors Control Account
Parking,Travelling
Dropbox,Computers & Software
BAYNARDS GREEN Bicester,Vehicle Fuel
Wimbledon Village,"Rent, 2202 - VAT"
Sage Global Services,"Software Subscriptions, 2202 - VAT"
Payment: Simon Donohue,Creditors Control Account
Payment: Justin Hazell,Creditors Control Account
GRAMMARLY,Software Subscriptions
British Airways,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Payment: Adobe Systems Software,Creditors Control Account
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Flight Centre,Flights
British Airways,Overseas Travelling
Payment: Personnel Checks,Creditors Control Account
Payment: Sopher & Co,Creditors Control Account
British Airways,Overseas Travelling
vodafone,"Telephone and Fax, 2202 - VAT"
Flight Centre,Flights
British Airways,Overseas Travelling
British Airways,Overseas Travelling
SMC Detailing,Travelling
Flight Centre,Flights
Payment: Specialist Risk Insurance Solutions,Creditors Control Account
Companies House,Professional Fees
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Payment: Rachael Lynette Penrose,Creditors Control Account
Payment: Dylan Reeves-Fellows,Creditors Control Account
Rachael Lynette Penrose,Sub-Contractors
British Airways,Overseas Travelling
Flight Centre,Flights
Payment: dale edwards,Creditors Control Account
British Airways,Overseas Travelling
Payment: Rachael Lynette Penrose,Creditors Control Account
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Payment: Jodi Hutton,Creditors Control Account
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Payment: Garry Mannion,Creditors Control Account
Payment: Garry Mannion,Creditors Control Account
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Payment: Sarah Louise Hill,Creditors Control Account
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Payment: OLIVIA MARK,Creditors Control Account
British Airways,Overseas Travelling
Payment: Rachael Lynette Penrose,Creditors Control Account
Payment: Miles Yekinni,Creditors Control Account
Payment: Alex Jacobs,Creditors Control Account
Payment: G Grant,Creditors Control Account
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Payment: daniel robert leigh,Creditors Control Account
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Sopher & Co,Directors Loan Accounts (Director 1)
Payment: Matt Zarb,Creditors Control Account
Payment: Making Maths Matter,Creditors Control Account
Eurostar,Travelling
British Airways,Overseas Travelling
Payment: MR F E Usher,Creditors Control Account
British Airways,Overseas Travelling
Payment: Luke Maskell,Creditors Control Account
British Airways,Overseas Travelling
Flight Centre,Flights
British Airways,Overseas Travelling
Payment: Square Bubble,Creditors Control Account
Payment: Cameron Anderson,Creditors Control Account
British Airways,Overseas Travelling
France manche,Travelling
British Airways,Overseas Travelling
Sopher & Co,Directors Loan Accounts (Director 1)
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Payment: Kokoro Dorking,Creditors Control Account
British Airways,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Apple,Subscriptions
Payment: Harbottle & Lewis,Creditors Control Account
Payment: dale edwards,Creditors Control Account
Flight Centre,Flights
British Airways,Overseas Travelling
Apple,Subscriptions
Gatwick Parking,Computers & Software
AMAZON.CO.UK,Office Supplies
Personal,Directors Loan Accounts (Director 1)
Payment: CSM Sport and Entertainment Middle East FZ LLC,Accounts Receivable
Payment: Richemont (Dubai) FZE,Accounts Receivable
Payment: Sky,Creditors Control Account
CARDMEMBERSHIP FEE,Bank Charges
telegraph,Subscriptions
Nicola Dines,Net Wages
Payment: Simon Donohue,Creditors Control Account
HMRC,P.A.Y.E.
Nicola Dines,Net Wages
Bank Transfer from 1200-Verbal Solutions Ltd to Black Amex,#N/A
Bank Transfer from 1200-Verbal Solutions Ltd to Black Amex,1200-Verbal Solutions Ltd
CNP* WIRED - DIGITAL,Subscriptions
TOPAZ LABS SOFTWARE,Software Subscriptions
Dropbox,Computers & Software
Flight Centre,Flights
Payment: The Clermont Victoria,Creditors Control Account
MOTIONARRA,Subscriptions
Payment: Zoom Video Communications Inc,Creditors Control Account
im software,Computers & Software
Payment: Sopher & Co,Creditors Control Account
Payment: Solera Inc,Accounts Receivable
Payment: LEE J PRODUCTIONS,Creditors Control Account
Overpayment: Solera Inc,Accounts Receivable
SHAKESPEARE,Subsistence
SHAKESPEARE,Subsistence
SHAKESPEARE,Subsistence
Marks & Spencer,Subsistence
SHAKESPEARE,Subsistence
TFL,Travelling
CabCard Services,Travelling
"Payment: CrowdStrike, Inc_",Accounts Receivable
Crows Nest Hotel,Pension Fund
Bank Charges,Bank Charges
Miles Yekinni,Training Costs
Payment: Zoom Video Communications Inc,Creditors Control Account
Payment: Miles Yekinni,Creditors Control Account
Miles Yekinni,Training Costs
Flight Centre,Flights
Payment: Toni & Guy,Creditors Control Account
British Airways,Overseas Travelling
Avis,Car Hire
HP Instant Ink,Office Stationery
londonsockco,Directors Loan Accounts (Director 1)
Parking,Travelling
Payment: Luke Maskell,Creditors Control Account
British Airways,Overseas Travelling
Payment: BT,Creditors Control Account
British Airways,Overseas Travelling
Personal,Directors Loan Accounts (Director 1)
Payment: Adobe Systems Software,Creditors Control Account
British Airways,Overseas Travelling
COWORTH PARK            LONDON,Entertainment
Payment: OLIVIA MARK,Creditors Control Account
Belvedere Arms,Entertainment
British Airways,Overseas Travelling
COWORTH PARK            LONDON,Entertainment
Bank Transfer from 1200-Verbal Solutions Ltd to Platinum Amex,#N/A
Bank Transfer from 1200-Verbal Solutions Ltd to Platinum Amex,1200-Verbal Solutions Ltd
Payment: Hotels.com,Creditors Control Account
IONOS LTD,"Computers & Software, 2202 - VAT"
Unknown,"Rent, 2202 - VAT"
British Airways,Overseas Travelling
Flight Centre,Flights
Flight Centre,Flights
Dropbox,Computers & Software
British Airways,Overseas Travelling
WOODHATCH SERVICE STATI REIGATE,Vehicle Fuel
Payment: Sage,Creditors Control Account
Flight Centre,Flights
Personal,Directors Loan Accounts (Director 1)
Payment: Leggett First Direct,Creditors Control Account
Avis,Car Hire
Payment: Personnel Checks,Creditors Control Account
DVC RENTAL,Books
Payment: Justin Hazell,Creditors Control Account
vodafone,"Telephone and Fax, 2202 - VAT"
Motor Sport Magazine,Subscriptions
Payment: Adobe Systems Software,Creditors Control Account
Flight Centre,Flights
Payment: JM Executive,Creditors Control Account
Payment: JM Executive,Creditors Control Account
a star taxi,Travelling
gatwick,Travelling
SMC Detailing,Miscellaneous Motor Expenses
Flight Centre,Flights
Kokoro Dorking,Subsistence
British Airways,Overseas Travelling
Payment: Jodi Hutton,Creditors Control Account
Payment: Dylan Reeves-Fellows,Creditors Control Account
Payment: daniel robert leigh,Creditors Control Account
Payment: RIKO NAKAZONO,Creditors Control Account
Personal checks,"Staff Welfare, 2202 - VAT"
DVC RENTAL,Books
Payment: Making Maths Matter,Creditors Control Account
Payment: Rachael Lynette Penrose,Creditors Control Account
Payment: Garry Mannion,Creditors Control Account
Personal,Directors Loan Accounts (Director 1)
DH Pension,Investment Transfer
DH Pension,Investment Transfer
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
DH Pension,Investment Transfer
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
DH Pension,Investment Transfer
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
DH Pension,Investment Transfer
Payment: Sky,Creditors Control Account
HMRC,P.A.Y.E.
Personal,Directors Loan Accounts (Director 1)
Crows Nest Hotel,Pension Fund
Nicola Dines,Net Wages
HMRC,Corporation Tax
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: Sopher & Co,Creditors Control Account
HMRC,Corporation Tax
Nicola Dines,Net Wages
DH Pension,Investment Transfer
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
TELEGRAPH MEDIA,Subscriptions
MOTIONARRA,Subscriptions
HMRC,Corporation Tax
Payment: David Broido,Creditors Control Account
HMRC,Corporation Tax
Payment: Luke Maskell,Creditors Control Account
Payment: Simon Donohue,Creditors Control Account
British Airways,Overseas Travelling
Payment: Garry Mannion,Creditors Control Account
Payment: dale edwards,Creditors Control Account
Payment: G Grant,Creditors Control Account
Payment: Cameron Anderson,Creditors Control Account
British Airways,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Jodi Hutton,Sub-Contractors
Payment: Zoom Video Communications Inc,Creditors Control Account
British Airways,Overseas Travelling
British Airways,Overseas Travelling
MEMBERSHIP FEE,Bank Charges
IM SOFTWARE LTD,Computers & Software
British Airways,Overseas Travelling
British Airways,Overseas Travelling
British Airways,Overseas Travelling
Payment: The Ritz-Carlton,Creditors Control Account
Payment: LEE J PRODUCTIONS,Creditors Control Account
British Airways,Overseas Travelling
Payment: The Ritz-Carlton,Creditors Control Account
British Airways,Overseas Travelling
Payment: The Ritz-Carlton,Creditors Control Account
directors,Directors Loan Accounts (Director 1)
British Airways,Overseas Travelling
Payment: ABB,Accounts Receivable
Barclays,Exchange Rate Variance
Payment: Zoom Video Communications Inc,Creditors Control Account
Bank Charges,Bank Charges
THE ADELPHI HOTEL,Hotels
THE ADELPHI HOTEL,Hotels
THE ADELPHI HOTEL,Hotels
THE ADELPHI HOTEL,Hotels
Payment: Adobe Systems Software,Creditors Control Account
Frame.io,Exchange Rate Variance
British Airways,Overseas Travelling
Payment: Frame.io,Creditors Control Account
Flight Centre,Flights
British Airways,Overseas Travelling
HP Instant Ink,Office Stationery
Personal,Directors Loan Accounts (Director 1)
londonsockco,Directors Loan Accounts (Director 1)
Moxy Hotels,Hotels
Moxy Hotels,Exchange Rate Variance
Payment: Moxy Hotels,Creditors Control Account
Moxy Hotels,Hotels
British Airways,Overseas Travelling
British Airways,Travelling
IONOS LTD,"Computers & Software, 2202 - VAT"
Dropbox,Computers & Software
Wimbledon Village,"Rent, 2202 - VAT"
vodafone,"Telephone and Fax, 2202 - VAT"
Sage Global Services,"Subscriptions, 2202 - VAT"
Payment: Adobe Systems Software,Creditors Control Account
SR-MONTE FORTE,Subsistence
BP,Vehicle Fuel
Personal,Directors Loan Accounts (Director 1)
JustGiving,Donations
Jodi Hutton,Sub-Contractors
Rachael Lynette Penrose,Sub-Contractors
Payment: SMC Detailing,Creditors Control Account
Payment: Harbottle & Lewis,Creditors Control Account
Payment: Dylan Reeves-Fellows,Creditors Control Account
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
MacPaw,"Computers & Software, 2202 - VAT"
Payment: daniel robert leigh,Creditors Control Account
Payment: Matt Zarb,Creditors Control Account
Payment: Making Maths Matter,Creditors Control Account
Payment: Square Bubble,Creditors Control Account
THESURREYOAKS,Entertainment
Bank Charges,Bank Charges
telegraph,Subscriptions
Payment: Eddie Usher,Creditors Control Account
Payment: Luke Maskell,Creditors Control Account
Payment: Garry Mannion,Creditors Control Account
Payment: daniel robert leigh,Creditors Control Account
Payment: Toni & Guy,Creditors Control Account
Payment: Matt Zarb,Creditors Control Account
Payment: Miles Yekinni,Creditors Control Account
HMRC PAYE/NIC,P.A.Y.E.
Rachael Lynette Penrose,Sub-Contractors
Payment: Matthew Nakatani-Brown,Creditors Control Account
frobiz ltd,Sub-Contractors
Payment: Jodi Hutton,Creditors Control Account
Payment: Simon Donohue,Creditors Control Account
Payment: Justin Hazell,Creditors Control Account
DEBRA HORNIGOLD,Net Wages
Payment: OLIVIA MARK,Creditors Control Account
Nicola Dines,Net Wages
Nicola Dines,Net Wages
Payment: Cameron Anderson,Creditors Control Account
Payment: G Grant,Creditors Control Account
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: IWC Schaffhausen,Accounts Receivable
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: Square Bubble,Creditors Control Account
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: LEE J PRODUCTIONS,Creditors Control Account
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: UBS,Accounts Receivable
Personal,Directors Loan Accounts (Director 1)
MOTIONARRA,Subscriptions
THE DRUNKEN TACO,Overseas Entertainment
THE DRUNKEN TACO,Overseas Entertainment
TAKATO,Overseas Entertainment
TAKATO,Overseas Entertainment
IM SOFTWARE LTD,Computers & Software
Payment: Zoom Video Communications Inc,Creditors Control Account
CARBONE MIAMI,Overseas Entertainment
The Ritz-Carlton,Hotels
Fat Tuesday,Exchange Rate Variance
ROCK BAR,Overseas Entertainment
Payment: Fat Tuesday,Creditors Control Account
CVS/PHARMACY,Office Supplies
MCDONALD'S,Subsistence
Bank Charges,Bank Charges
Payment: Zoom Video Communications Inc,Creditors Control Account
Payment: El Salon,Creditors Control Account
Nest Pension,Pension Fund
ESME Hotel,Exchange Rate Variance
Avis Rent A Car,Car Hire
Payment: Loews Hotels,Creditors Control Account
Miami Beach,Exchange Rate Variance
Miami Beach,Exchange Rate Variance
LOST WEEKEND,Overseas Entertainment
Payment: Miami Beach,Creditors Control Account
LA MULATA,Overseas Entertainment
Payment: Adobe Systems Software,Creditors Control Account
HP Instant Ink,Office Stationery
londonsockco,Directors Loan Accounts (Director 1)
Payment: Rush Sports Marketing Limited,Accounts Receivable
Loews Hotels,Hotels
HMRC,VAT
IONOS LTD,"Computers & Software, 2202 - VAT"
CHINA EASTERN AIR,Overseas Travelling
JMEXECUTIVE,Travelling
Dropbox,Computers & Software
Wimbledon Village,"Rent, 2202 - VAT"
scotts travel management,Travelling
AIRCANADA,Overseas Travelling
Apple Retail UK,Insurance
AIRCANADA,Overseas Travelling
Payment: Frame.io,Creditors Control Account
Sage Global Services,"Subscriptions, 2202 - VAT"
Barclays,Exchange Rate Variance
vodafone,"Telephone and Fax, 2202 - VAT"
Shell,Vehicle Fuel
THESURREYOAKS,Entertainment
Payment: Adobe Systems Software,Creditors Control Account
County Clothes,Clothing Costs
Payment: SMC Detailing,Creditors Control Account
Payment: envision racing limited,Accounts Receivable
British Airways,Overseas Travelling
Payment: Toni & Guy,Creditors Control Account
Pret A Manger,Subsistence
County Clothes,Clothing Costs
ASHWORTH AND BIRD,Clothing Costs
Personal,Directors Loan Accounts (Director 1)
LA NOTE BLEUE MONACO,Overseas Entertainment
Blacklane,Overseas Travelling
Payment: Monte Carlo Bay,Creditors Control Account
Monte Carlo Bay,Exchange Rate Variance
JMEXECUTIVE,Car Hire
Payment: UBS Business Solutions AG,Accounts Receivable
TELEGRAPH MEDIA,Subscriptions
Bank Transfer from 1200-Verbal Solutions Ltd to Business Amex,Business Amex
Bank Transfer from 1200-Verbal Solutions Ltd to Business Amex,1200-Verbal Solutions Ltd
IMMIGRATION CANADA,Overseas Travelling
Payment: Apple Retail UK,Creditors Control Account
Payment: Matt Zarb,Creditors Control Account
Payment: Rachael Lynette Penrose,Creditors Control Account
DEBRA HORNIGOLD,Net Wages
Payment: Alex Grant,Creditors Control Account
Nicola Dines,Net Wages
Payment: Jodi Hutton,Creditors Control Account
Payment: dale edwards,Creditors Control Account
Payment: Rachael Lynette Penrose,Creditors Control Account
Payment: Sopher & Co,Creditors Control Account
Nicola Dines,Net Wages
Payment: Simon Donohue,Creditors Control Account
OLJA MLADJENOVIC,Training Costs
Payment: Alex Jacobs,Creditors Control Account
Payment: David Broido,Creditors Control Account
Payment: Justin Hazell,Creditors Control Account
Garry Mannion,Sub-Contractors
Payment: Garry Mannion,Creditors Control Account
Payment: Matt Zarb,Creditors Control Account
HMRC PAYE/NIC,P.A.Y.E.
Payment: Jodi Hutton,Creditors Control Account
Payment: dale edwards,Creditors Control Account
Payment: Miles Yekinni,Creditors Control Account
Payment: dale edwards,Creditors Control Account
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
daniel robert leigh,Sub-Contractors
Payment: Jodi Hutton,Creditors Control Account
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Rachael Lynette Penrose,Creditors Control Account
Payment: Dylan Reeves-Fellows,Creditors Control Account
Payment: Making Maths Matter,Creditors Control Account
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Flight Centre,Flights
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Booking.com,Travelling
Flight Centre,Flights
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
British Airways,Overseas Travelling
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
Payment: LEE J PRODUCTIONS,Creditors Control Account
British Airways,Overseas Travelling
AVIS CENTRAL,Car Hire
British Airways,Overseas Travelling
Flight Centre,Flights
Payment: Hotels.com,Creditors Control Account
MOTIONARRA,Subscriptions
Payment: Nespresso,Creditors Control Account
MICROSOFT 365,Subscriptions
Payment: Toni & Guy,Creditors Control Account
THE DEWBERRY CHARLESTO  CHARLESTON,Hotels
Payment: Zoom Video Communications Inc,Creditors Control Account
