Description,Category
Transaction: Ebuyer - replacement keyboard - Thank you,Computer Consumables
Direct debit - Landlord rent transfer (Processed),Rent
Transaction: Insurance premium - Direct Line,Insurance
Transaction: NatWest transaction charge - Confirmed,Bank Charges
Payment - Business insurance - AXA (Auto Pay),Insurance
Transaction: Property maintenance service charge (Ref: 3945),Management Service Charge
Invoice paid - Printer ink - Staples - Thank you,Computer Consumables
Auto debit - Landlord rent transfer (Processed),Rent
Transaction: Quarterly tax instalment to HMRC (Processed),Corp Tax
Transaction: Insurance premium - Direct Line,Insurance
Transaction: EE Ltd - Fibre broadband (Ref: 3945),Telephone
Invoice paid - Account audit fee,Accountancy
Invoice paid - Bookkeeping invoice - Q2 (Ref: 3945),Accountancy
Invoice paid - Quarterly tax instalment to HMRC (Auto Pay),Corp Tax
Transaction: Service invoice - JLL - Thank you,Management Service Charge
Invoice paid - HMRC Corp Tax payment Q1 - Thank you,Corp Tax
Online transfer - O2 Business - Mobile plan - Confirmed,Telephone
Payment - Insurance premium - Direct Line,Insurance
Auto debit - Rent for office - 45 High Street - Thank you,Rent
Direct debit - Gas bill - British Gas (Processed),Light and Heat
Direct debit - Service invoice - JLL - Confirmed,Management Service Charge
Payment - Corporation Tax - HMRC submission,Corp Tax
Auto debit - Rent for office - 45 High Street (Processed),Rent
Direct debit - Cash machine - £100 withdrawal - Confirmed,Cash withdrawal
Auto debit - HSBC ATM withdrawal fee (Auto Pay),Cash withdrawal
Auto debit - Quarterly tax instalment to HMRC,Corp Tax
Transaction: ATM cash withdrawal - Thank you,Cash withdrawal
Auto debit - HSBC ATM withdrawal fee,Cash withdrawal
Direct debit - TalkTalk - Landline charges,Telephone
Transaction: Company formation - LegalZoom - Thank you,Legal
Payment - NatWest transaction charge (Auto Pay),Bank Charges
Transaction: CT600 Tax return (Auto Pay),Corp Tax
Payment - Insurance premium - Direct Line (Auto Pay),Insurance
Printer ink - Staples - Thank you,Computer Consumables
Invoice paid - Rent for office - 45 High Street - Thank you,Rent
Transaction: Bank fee - Barclays - Confirmed,Bank Charges
Payment - ATM cash withdrawal - Thank you,Cash withdrawal
Auto debit - Company formation - LegalZoom - Confirmed,Legal
Online transfer - Landlord rent transfer - Confirmed,Rent
Invoice paid - Vodafone - SIM only bill - Thank you,Telephone
Online transfer - Monthly service fee - Lloyds,Bank Charges
Invoice paid - PC World - Monitor stand - Confirmed,Computer Consumables
Payment - Corporation Tax - HMRC submission (Ref: 3945),Corp Tax
Direct debit - Corporation Tax - HMRC submission,Corp Tax
Invoice paid - Landlord rent transfer,Rent
Direct debit - USB drives from Amazon (Processed),Computer Consumables
Company formation - LegalZoom (Ref: 3945),Legal
Transaction: Aviva - Commercial policy,Insurance
Transaction: ATM cash withdrawal (Processed),Cash withdrawal
Invoice paid - Business insurance - AXA - Thank you,Insurance
Auto debit - Bank fee - Barclays (Auto Pay),Bank Charges
Online transfer - Legal advice - Johnson LLP (Processed),Legal
Online transfer - Octopus Energy - Utility Bill - Thank you,Light and Heat
Auto debit - Account audit fee - Thank you,Accountancy
Transaction: Octopus Energy - Utility Bill (Processed),Light and Heat
Direct debit - VAT filing service by Accountant Ltd - Thank you,Accountancy
Invoice paid - Printer ink - Staples - Thank you,Computer Consumables
Invoice paid - HMRC Corp Tax payment Q1 (Ref: 3945),Corp Tax
ATM cash withdrawal - Confirmed,Cash withdrawal
Invoice paid - O2 Business - Mobile plan (Processed),Telephone
Payment - Monthly lease to Workspace Ltd,Rent
Invoice paid - Printer ink - Staples,Computer Consumables
Invoice paid - Company formation - LegalZoom,Legal
Direct debit - Vodafone - SIM only bill (Auto Pay),Telephone
Transaction: Smith & Co - Tax services,Accountancy
Payment - Printer ink - Staples - Thank you,Computer Consumables
Invoice paid - Yearly payment to Zurich (Ref: 3945),Insurance
Transaction: EDF Energy - Monthly electricity (Auto Pay),Light and Heat
Transaction: NatWest transaction charge,Bank Charges
Auto debit - Landlord rent transfer,Rent
Payment - Property maintenance service charge (Auto Pay),Management Service Charge
Online transfer - Monthly lease to Workspace Ltd (Processed),Rent
Online transfer - EDF Energy - Monthly electricity - Thank you,Light and Heat
Online transfer - ATM cash withdrawal (Ref: 3945),Cash withdrawal
Transaction: Corporation Tax - HMRC submission (Processed),Corp Tax
Direct debit - Insurance premium - Direct Line - Thank you,Insurance
Auto debit - Octopus Energy - Utility Bill (Ref: 3945),Light and Heat
PC World - Monitor stand,Computer Consumables
Invoice paid - Cash machine - £100 withdrawal - Thank you,Cash withdrawal
Direct debit - Cash machine - £100 withdrawal - Confirmed,Cash withdrawal
Direct debit - Yearly payment to Zurich (Auto Pay),Insurance
Online transfer - Cash machine - £100 withdrawal - Confirmed,Cash withdrawal
Direct debit - ATM cash withdrawal (Auto Pay),Cash withdrawal
Auto debit - Electricity top-up - E.ON,Light and Heat
Invoice paid - Building service charges - Thank you,Management Service Charge
Invoice paid - HMRC Corp Tax payment Q1 (Processed),Corp Tax
Online transfer - Vodafone - SIM only bill,Telephone
Electricity top-up - E.ON,Light and Heat
Transaction: HSBC ATM withdrawal fee,Cash withdrawal
Direct debit - Vodafone - SIM only bill,Telephone
Direct debit - TalkTalk - Landline charges (Processed),Telephone
TalkTalk - Landline charges (Auto Pay),Telephone
Payment - Business insurance - AXA (Ref: 3945),Insurance
Payment - Service invoice - JLL (Auto Pay),Management Service Charge
Online transfer - NatWest transaction charge (Auto Pay),Bank Charges
Transaction: Business premises rental (Processed),Rent
Printer ink - Staples - Thank you,Computer Consumables
USB drives from Amazon,Computer Consumables
Business premises rental - Confirmed,Rent
Online transfer - Business premises rental,Rent
Payment - ATM cash withdrawal (Ref: 3945),Cash withdrawal
Direct debit - Yearly payment to Zurich - Confirmed,Insurance
USB drives from Amazon,Computer Consumables
Transaction: VAT filing service by Accountant Ltd - Confirmed,Accountancy
Auto debit - Quarterly tax instalment to HMRC (Ref: 3945),Corp Tax
Transaction: Barclays - cash taken (Auto Pay),Cash withdrawal
Auto debit - Ebuyer - replacement keyboard,Computer Consumables
Payment - Bank fee - Barclays,Bank Charges
Transaction: Vodafone - SIM only bill (Processed),Telephone
Invoice paid - HSBC ATM withdrawal fee (Auto Pay),Cash withdrawal
Invoice paid - Cash machine - £100 withdrawal - Confirmed,Cash withdrawal
Transaction: Gas bill - British Gas,Light and Heat
Payment - Insurance premium - Direct Line - Thank you,Insurance
Direct debit - Cash machine - £100 withdrawal,Cash withdrawal
Octopus Energy - Utility Bill,Light and Heat
Online transfer - Quarterly management fee,Management Service Charge
Payment - VAT filing service by Accountant Ltd,Accountancy
Payment - Overdraft interest - HSBC,Bank Charges
Invoice paid - PC World - Monitor stand (Ref: 3945),Computer Consumables
Auto debit - Monthly service fee - Lloyds (Auto Pay),Bank Charges
Payment - USB drives from Amazon (Processed),Computer Consumables
Direct debit - TalkTalk - Landline charges - Confirmed,Telephone
Invoice paid - Quarterly management fee (Ref: 3945),Management Service Charge
HMRC Corp Tax payment Q1 (Processed),Corp Tax
Online transfer - HMRC Corp Tax payment Q1 - Confirmed,Corp Tax
Invoice paid - Monthly service fee - Lloyds,Bank Charges
Auto debit - Property maintenance service charge - Thank you,Management Service Charge
Transaction: Building service charges (Ref: 3945),Management Service Charge
PC World - Monitor stand - Thank you,Computer Consumables
Auto debit - Business premises rental (Ref: 3945),Rent
Online transfer - O2 Business - Mobile plan (Ref: 3945),Telephone
Auto debit - Account audit fee (Auto Pay),Accountancy
Octopus Energy - Utility Bill,Light and Heat
Smith & Co - Tax services (Auto Pay),Accountancy
Online transfer - Property maintenance service charge,Management Service Charge
Quarterly management fee,Management Service Charge
O2 Business - Mobile plan,Telephone
Invoice paid - CT600 Tax return - Confirmed,Corp Tax
Online transfer - Monthly service fee - Lloyds,Bank Charges
Invoice paid - Retainer fee - Law firm,Legal
Transaction: PC World - Monitor stand - Thank you,Computer Consumables
Direct debit - HMRC Corp Tax payment Q1,Corp Tax
Direct debit - Bookkeeping invoice - Q2,Accountancy
Invoice paid - Monthly lease to Workspace Ltd - Confirmed,Rent
Invoice paid - HSBC ATM withdrawal fee (Processed),Cash withdrawal
HSBC ATM withdrawal fee - Confirmed,Cash withdrawal
Online transfer - O2 Business - Mobile plan (Ref: 3945),Telephone
Building service charges - Thank you,Management Service Charge
Auto debit - Landlord rent transfer - Confirmed,Rent
Direct debit - Account audit fee (Ref: 3945),Accountancy
Direct debit - Barclays - cash taken,Cash withdrawal
Direct debit - Account audit fee (Processed),Accountancy
Invoice paid - Overdraft interest - HSBC,Bank Charges
Transaction: Company formation - LegalZoom - Confirmed,Legal
Online transfer - Quarterly management fee (Auto Pay),Management Service Charge
Direct debit - Insurance premium - Direct Line (Processed),Insurance
Auto debit - HSBC ATM withdrawal fee,Cash withdrawal
Payment - Rent for office - 45 High Street - Confirmed,Rent
Retainer fee - Law firm,Legal
Payment - Property maintenance service charge,Management Service Charge
Invoice paid - Service invoice - JLL - Thank you,Management Service Charge
Auto debit - Monthly service fee - Lloyds (Auto Pay),Bank Charges
Payment - EDF Energy - Monthly electricity (Processed),Light and Heat
Online transfer - Gas bill - British Gas - Thank you,Light and Heat
PC World - Monitor stand - Thank you,Computer Consumables
Transaction: Yearly payment to Zurich,Insurance
Auto debit - Landlord rent transfer,Rent
Direct debit - Overdraft interest - HSBC (Ref: 3945),Bank Charges
Auto debit - Landlord rent transfer,Rent
Legal advice - Johnson LLP,Legal
Online transfer - Retainer fee - Law firm (Auto Pay),Legal
Payment - Insurance premium - Direct Line - Thank you,Insurance
Online transfer - Business premises rental (Ref: 3945),Rent
Payment - O2 Business - Mobile plan (Ref: 3945),Telephone
Payment - Octopus Energy - Utility Bill (Auto Pay),Light and Heat
Service invoice - JLL - Confirmed,Management Service Charge
Auto debit - Bank fee - Barclays,Bank Charges
Payment - TalkTalk - Landline charges (Auto Pay),Telephone
Auto debit - Legal advice - Johnson LLP (Processed),Legal
Online transfer - Property maintenance service charge (Auto Pay),Management Service Charge
Monthly service fee - Lloyds - Thank you,Bank Charges
Company formation - LegalZoom - Confirmed,Legal
Transaction: NatWest transaction charge (Processed),Bank Charges
Transaction: Electricity top-up - E.ON - Confirmed,Light and Heat
Online transfer - EE Ltd - Fibre broadband,Telephone
Transaction: Electricity top-up - E.ON (Auto Pay),Light and Heat
Transaction: EE Ltd - Fibre broadband (Processed),Telephone
Printer ink - Staples - Confirmed,Computer Consumables
Online transfer - Octopus Energy - Utility Bill (Auto Pay),Light and Heat
Transaction: Aviva - Commercial policy - Confirmed,Insurance
Auto debit - USB drives from Amazon,Computer Consumables
Payment - TalkTalk - Landline charges,Telephone
Payment - Smith & Co - Tax services - Confirmed,Accountancy
Auto debit - Legal advice - Johnson LLP,Legal
Online transfer - CT600 Tax return (Auto Pay),Corp Tax
Auto debit - Barclays - cash taken (Processed),Cash withdrawal
Online transfer - Insurance premium - Direct Line - Thank you,Insurance
Auto debit - Bookkeeping invoice - Q2 (Ref: 3945),Accountancy
Direct debit - EE Ltd - Fibre broadband (Ref: 3945),Telephone
Transaction: Retainer fee - Law firm,Legal
Service invoice - JLL,Management Service Charge
Auto debit - Business insurance - AXA (Auto Pay),Insurance
Direct debit - Electricity top-up - E.ON,Light and Heat
Auto debit - Solicitor consultation (Auto Pay),Legal
Invoice paid - Account audit fee,Accountancy
Ebuyer - replacement keyboard (Auto Pay),Computer Consumables
Invoice paid - EE Ltd - Fibre broadband,Telephone
Quarterly management fee - Thank you,Management Service Charge
Payment - Quarterly management fee - Confirmed,Management Service Charge
Service invoice - JLL,Management Service Charge
Auto debit - Printer ink - Staples - Thank you,Computer Consumables
Online transfer - EE Ltd - Fibre broadband - Thank you,Telephone
Online transfer - Insurance premium - Direct Line (Ref: 3945),Insurance
Online transfer - Corporation Tax - HMRC submission (Processed),Corp Tax
Auto debit - Vodafone - SIM only bill,Telephone
Transaction: CT600 Tax return (Ref: 3945),Corp Tax
Online transfer - Insurance premium - Direct Line (Processed),Insurance
Transaction: Service invoice - JLL (Ref: 3945),Management Service Charge
Auto debit - Solicitor consultation,Legal
Payment - Bookkeeping invoice - Q2 - Thank you,Accountancy
Auto debit - Monthly service fee - Lloyds (Auto Pay),Bank Charges
Transaction: HMRC Corp Tax payment Q1,Corp Tax
Invoice paid - Ebuyer - replacement keyboard - Thank you,Computer Consumables
Invoice paid - Electricity top-up - E.ON - Thank you,Light and Heat
Online transfer - Overdraft interest - HSBC,Bank Charges
Payment - Landlord rent transfer (Auto Pay),Rent
Transaction: ATM cash withdrawal (Ref: 3945),Cash withdrawal
Payment - Quarterly tax instalment to HMRC - Thank you,Corp Tax
Payment - Monthly service fee - Lloyds (Auto Pay),Bank Charges
Online transfer - Company formation - LegalZoom,Legal
EE Ltd - Fibre broadband - Thank you,Telephone
NatWest transaction charge,Bank Charges
Direct debit - Smith & Co - Tax services - Confirmed,Accountancy
Retainer fee - Law firm (Ref: 3945),Legal
Direct debit - VAT filing service by Accountant Ltd - Confirmed,Accountancy
Auto debit - Vodafone - SIM only bill - Thank you,Telephone
Transaction: Bank fee - Barclays (Processed),Bank Charges
Online transfer - Monthly lease to Workspace Ltd - Thank you,Rent
Invoice paid - Barclays - cash taken - Thank you,Cash withdrawal
Invoice paid - Barclays - cash taken - Thank you,Cash withdrawal
Auto debit - Overdraft interest - HSBC,Bank Charges
Online transfer - EE Ltd - Fibre broadband - Confirmed,Telephone
Online transfer - Overdraft interest - HSBC,Bank Charges
Online transfer - Vodafone - SIM only bill,Telephone
Online transfer - Smith & Co - Tax services,Accountancy
Online transfer - USB drives from Amazon (Ref: 3945),Computer Consumables
Bank fee - Barclays - Thank you,Bank Charges
VAT filing service by Accountant Ltd (Auto Pay),Accountancy
Online transfer - CT600 Tax return (Processed),Corp Tax
Online transfer - Gas bill - British Gas - Thank you,Light and Heat
Online transfer - Aviva - Commercial policy,Insurance
Online transfer - Legal advice - Johnson LLP - Thank you,Legal
Auto debit - Ebuyer - replacement keyboard - Thank you,Computer Consumables
Transaction: Property maintenance service charge - Confirmed,Management Service Charge
Auto debit - TalkTalk - Landline charges,Telephone
Auto debit - HSBC ATM withdrawal fee (Auto Pay),Cash withdrawal
Payment - Printer ink - Staples - Thank you,Computer Consumables
Payment - Quarterly tax instalment to HMRC - Thank you,Corp Tax
Auto debit - Monthly lease to Workspace Ltd (Ref: 3945),Rent
Payment - ATM cash withdrawal,Cash withdrawal
Direct debit - EE Ltd - Fibre broadband (Ref: 3945),Telephone
Online transfer - Barclays - cash taken (Ref: 3945),Cash withdrawal
Online transfer - EE Ltd - Fibre broadband (Auto Pay),Telephone
Online transfer - VAT filing service by Accountant Ltd (Auto Pay),Accountancy
Solicitor consultation - Confirmed,Legal
Online transfer - NatWest transaction charge,Bank Charges
Payment - Retainer fee - Law firm (Ref: 3945),Legal
Invoice paid - ATM cash withdrawal,Cash withdrawal
Online transfer - Account audit fee - Confirmed,Accountancy
Payment - TalkTalk - Landline charges (Ref: 3945),Telephone
Payment - Landlord rent transfer - Thank you,Rent
HMRC Corp Tax payment Q1 (Auto Pay),Corp Tax
Invoice paid - Quarterly management fee (Ref: 3945),Management Service Charge
Direct debit - Company formation - LegalZoom (Auto Pay),Legal
Payment - NatWest transaction charge (Auto Pay),Bank Charges
Payment - Bank fee - Barclays - Confirmed,Bank Charges
Auto debit - Business premises rental,Rent
Payment - VAT filing service by Accountant Ltd (Processed),Accountancy
Invoice paid - Business insurance - AXA (Auto Pay),Insurance
Octopus Energy - Utility Bill - Thank you,Light and Heat
Transaction: Cash machine - £100 withdrawal,Cash withdrawal
Transaction: CT600 Tax return - Confirmed,Corp Tax
Payment - EE Ltd - Fibre broadband - Confirmed,Telephone
Invoice paid - Rent for office - 45 High Street (Ref: 3945),Rent
Auto debit - NatWest transaction charge (Processed),Bank Charges
Payment - Retainer fee - Law firm - Confirmed,Legal
Direct debit - Retainer fee - Law firm,Legal
Auto debit - PC World - Monitor stand (Processed),Computer Consumables
Invoice paid - Yearly payment to Zurich (Auto Pay),Insurance
Auto debit - HSBC ATM withdrawal fee,Cash withdrawal
Direct debit - EE Ltd - Fibre broadband,Telephone
Transaction: Solicitor consultation,Legal
Invoice paid - ATM cash withdrawal,Cash withdrawal
Invoice paid - Business premises rental (Processed),Rent
Direct debit - Business insurance - AXA - Thank you,Insurance
Online transfer - Vodafone - SIM only bill (Processed),Telephone
Payment - Barclays - cash taken,Cash withdrawal
Invoice paid - EE Ltd - Fibre broadband - Thank you,Telephone
CT600 Tax return (Auto Pay),Corp Tax
Payment - Monthly service fee - Lloyds - Confirmed,Bank Charges
Auto debit - Smith & Co - Tax services (Processed),Accountancy
Auto debit - EDF Energy - Monthly electricity - Thank you,Light and Heat
Auto debit - Business premises rental (Processed),Rent
Transaction: Solicitor consultation,Legal
Online transfer - Cash machine - £100 withdrawal - Confirmed,Cash withdrawal
Auto debit - Service invoice - JLL (Ref: 3945),Management Service Charge
Online transfer - Corporation Tax - HMRC submission (Ref: 3945),Corp Tax
Payment - Printer ink - Staples - Confirmed,Computer Consumables
Auto debit - EDF Energy - Monthly electricity,Light and Heat
Online transfer - Business premises rental,Rent
Auto debit - Gas bill - British Gas (Ref: 3945),Light and Heat
Company formation - LegalZoom - Confirmed,Legal
Transaction: Smith & Co - Tax services (Auto Pay),Accountancy
Invoice paid - Insurance premium - Direct Line (Processed),Insurance
Invoice paid - Vodafone - SIM only bill (Processed),Telephone
Vodafone - SIM only bill - Thank you,Telephone
Online transfer - Yearly payment to Zurich - Confirmed,Insurance
Auto debit - Business premises rental,Rent
Auto debit - HMRC Corp Tax payment Q1 (Processed),Corp Tax
Auto debit - Property maintenance service charge (Auto Pay),Management Service Charge
USB drives from Amazon (Processed),Computer Consumables
Direct debit - EDF Energy - Monthly electricity,Light and Heat
Direct debit - Retainer fee - Law firm - Thank you,Legal
Invoice paid - PC World - Monitor stand,Computer Consumables
Payment - Electricity top-up - E.ON,Light and Heat
Direct debit - Cash machine - £100 withdrawal,Cash withdrawal
Payment - TalkTalk - Landline charges,Telephone
Online transfer - Smith & Co - Tax services (Ref: 3945),Accountancy
Payment - VAT filing service by Accountant Ltd,Accountancy
Auto debit - Vodafone - SIM only bill (Processed),Telephone
Retainer fee - Law firm - Thank you,Legal
Transaction: Ebuyer - replacement keyboard (Auto Pay),Computer Consumables
Direct debit - PC World - Monitor stand (Auto Pay),Computer Consumables
Quarterly tax instalment to HMRC,Corp Tax
Payment - Vodafone - SIM only bill - Thank you,Telephone
Invoice paid - Vodafone - SIM only bill - Confirmed,Telephone
Invoice paid - HMRC Corp Tax payment Q1 (Processed),Corp Tax
Online transfer - Smith & Co - Tax services - Thank you,Accountancy
Direct debit - Business premises rental,Rent
Payment - NatWest transaction charge - Thank you,Bank Charges
Direct debit - Rent for office - 45 High Street,Rent
Invoice paid - Aviva - Commercial policy,Insurance
Auto debit - TalkTalk - Landline charges,Telephone
Transaction: Ebuyer - replacement keyboard (Auto Pay),Computer Consumables
Transaction: Aviva - Commercial policy,Insurance
Direct debit - Rent for office - 45 High Street,Rent
Online transfer - USB drives from Amazon (Processed),Computer Consumables
Auto debit - Monthly lease to Workspace Ltd (Auto Pay),Rent
Invoice paid - Business insurance - AXA - Confirmed,Insurance
Auto debit - NatWest transaction charge,Bank Charges
Invoice paid - Aviva - Commercial policy - Confirmed,Insurance
Online transfer - Vodafone - SIM only bill (Auto Pay),Telephone
Invoice paid - HMRC Corp Tax payment Q1 - Thank you,Corp Tax
Quarterly tax instalment to HMRC - Thank you,Corp Tax
Online transfer - O2 Business - Mobile plan,Telephone
Payment - Bookkeeping invoice - Q2,Accountancy
Auto debit - Printer ink - Staples - Thank you,Computer Consumables
Transaction: Bank fee - Barclays (Auto Pay),Bank Charges
Payment - CT600 Tax return - Confirmed,Corp Tax
Invoice paid - Quarterly tax instalment to HMRC - Thank you,Corp Tax
Quarterly tax instalment to HMRC (Ref: 3945),Corp Tax
Service invoice - JLL (Ref: 3945),Management Service Charge
Online transfer - Corporation Tax - HMRC submission (Auto Pay),Corp Tax
Business insurance - AXA - Thank you,Insurance
Payment - CT600 Tax return - Confirmed,Corp Tax
Auto debit - Ebuyer - replacement keyboard (Processed),Computer Consumables
VAT filing service by Accountant Ltd,Accountancy
Direct debit - Printer ink - Staples,Computer Consumables
Invoice paid - USB drives from Amazon,Computer Consumables
Online transfer - Barclays - cash taken,Cash withdrawal
Online transfer - Building service charges (Processed),Management Service Charge
Online transfer - Overdraft interest - HSBC - Thank you,Bank Charges
Auto debit - Aviva - Commercial policy,Insurance
Online transfer - Printer ink - Staples (Processed),Computer Consumables
Invoice paid - HSBC ATM withdrawal fee - Confirmed,Cash withdrawal
Monthly service fee - Lloyds (Processed),Bank Charges
Direct debit - O2 Business - Mobile plan,Telephone
Octopus Energy - Utility Bill (Auto Pay),Light and Heat
Invoice paid - NatWest transaction charge (Processed),Bank Charges
Online transfer - Cash machine - £100 withdrawal - Thank you,Cash withdrawal
Invoice paid - Ebuyer - replacement keyboard (Ref: 3945),Computer Consumables
Online transfer - Insurance premium - Direct Line - Confirmed,Insurance
Direct debit - Company formation - LegalZoom,Legal
Bank fee - Barclays - Thank you,Bank Charges
Invoice paid - Electricity top-up - E.ON,Light and Heat
Payment - Gas bill - British Gas - Thank you,Light and Heat
Online transfer - Yearly payment to Zurich (Ref: 3945),Insurance
Auto debit - Company formation - LegalZoom,Legal
Payment - NatWest transaction charge (Auto Pay),Bank Charges
Auto debit - Landlord rent transfer - Thank you,Rent
Payment - PC World - Monitor stand,Computer Consumables
Payment - Account audit fee (Ref: 3945),Accountancy
Online transfer - Printer ink - Staples (Ref: 3945),Computer Consumables
Direct debit - Legal advice - Johnson LLP (Auto Pay),Legal
Transaction: Barclays - cash taken (Processed),Cash withdrawal
Account audit fee - Thank you,Accountancy
Online transfer - Octopus Energy - Utility Bill (Auto Pay),Light and Heat
Invoice paid - Ebuyer - replacement keyboard - Thank you,Computer Consumables
Online transfer - EDF Energy - Monthly electricity - Thank you,Light and Heat
Auto debit - Electricity top-up - E.ON,Light and Heat
Auto debit - Solicitor consultation,Legal
Online transfer - HMRC Corp Tax payment Q1,Corp Tax
Online transfer - VAT filing service by Accountant Ltd,Accountancy
Payment - Electricity top-up - E.ON,Light and Heat
Direct debit - Building service charges,Management Service Charge
Online transfer - Aviva - Commercial policy,Insurance
Online transfer - Monthly service fee - Lloyds - Confirmed,Bank Charges
Auto debit - NatWest transaction charge - Thank you,Bank Charges
EDF Energy - Monthly electricity (Processed),Light and Heat
Invoice paid - EE Ltd - Fibre broadband - Thank you,Telephone
Invoice paid - ATM cash withdrawal,Cash withdrawal
Direct debit - Overdraft interest - HSBC (Ref: 3945),Bank Charges
Transaction: Building service charges - Thank you,Management Service Charge
Auto debit - Vodafone - SIM only bill (Processed),Telephone
Transaction: Smith & Co - Tax services (Ref: 3945),Accountancy
Transaction: Ebuyer - replacement keyboard,Computer Consumables
Auto debit - Monthly service fee - Lloyds - Thank you,Bank Charges
Auto debit - Electricity top-up - E.ON,Light and Heat
Auto debit - TalkTalk - Landline charges (Ref: 3945),Telephone
Transaction: Gas bill - British Gas - Confirmed,Light and Heat
Direct debit - Vodafone - SIM only bill - Confirmed,Telephone
Transaction: Octopus Energy - Utility Bill - Thank you,Light and Heat
Invoice paid - Barclays - cash taken,Cash withdrawal
Direct debit - Corporation Tax - HMRC submission,Corp Tax
Online transfer - Rent for office - 45 High Street (Auto Pay),Rent
Transaction: NatWest transaction charge - Confirmed,Bank Charges
Auto debit - Yearly payment to Zurich - Confirmed,Insurance
Payment - NatWest transaction charge,Bank Charges
Direct debit - EE Ltd - Fibre broadband - Confirmed,Telephone
Transaction: Quarterly management fee,Management Service Charge
Payment - Cash machine - £100 withdrawal,Cash withdrawal
Transaction: HSBC ATM withdrawal fee (Processed),Cash withdrawal
Direct debit - Quarterly management fee,Management Service Charge
Online transfer - Legal advice - Johnson LLP (Auto Pay),Legal
Direct debit - Ebuyer - replacement keyboard (Processed),Computer Consumables
Payment - Quarterly management fee (Auto Pay),Management Service Charge
Direct debit - Account audit fee (Auto Pay),Accountancy
Transaction: Electricity top-up - E.ON - Thank you,Light and Heat
Auto debit - Aviva - Commercial policy (Ref: 3945),Insurance
Transaction: Business insurance - AXA,Insurance
Invoice paid - ATM cash withdrawal - Thank you,Cash withdrawal
Overdraft interest - HSBC,Bank Charges
Transaction: NatWest transaction charge,Bank Charges
Payment - CT600 Tax return - Confirmed,Corp Tax
Invoice paid - Retainer fee - Law firm - Thank you,Legal
Payment - HMRC Corp Tax payment Q1 (Processed),Corp Tax
Payment - Company formation - LegalZoom,Legal
Invoice paid - Yearly payment to Zurich - Confirmed,Insurance
Payment - Insurance premium - Direct Line (Ref: 3945),Insurance
Transaction: Rent for office - 45 High Street - Confirmed,Rent
Auto debit - VAT filing service by Accountant Ltd,Accountancy
Payment - Printer ink - Staples (Auto Pay),Computer Consumables
Auto debit - NatWest transaction charge - Confirmed,Bank Charges
Transaction: Company formation - LegalZoom,Legal
Online transfer - Overdraft interest - HSBC - Thank you,Bank Charges
Direct debit - Vodafone - SIM only bill - Confirmed,Telephone
Online transfer - Legal advice - Johnson LLP (Auto Pay),Legal
Direct debit - Yearly payment to Zurich - Confirmed,Insurance
Invoice paid - USB drives from Amazon (Processed),Computer Consumables
Payment - EDF Energy - Monthly electricity,Light and Heat
Business premises rental (Ref: 3945),Rent
Auto debit - USB drives from Amazon - Confirmed,Computer Consumables
Property maintenance service charge (Ref: 3945),Management Service Charge
Online transfer - Business premises rental - Thank you,Rent
Payment - Monthly lease to Workspace Ltd,Rent
Transaction: Service invoice - JLL (Processed),Management Service Charge
Payment - Octopus Energy - Utility Bill (Processed),Light and Heat
Overdraft interest - HSBC - Thank you,Bank Charges
Online transfer - Corporation Tax - HMRC submission (Ref: 3945),Corp Tax
Transaction: Solicitor consultation - Thank you,Legal
Payment - Account audit fee (Auto Pay),Accountancy
Payment - ATM cash withdrawal,Cash withdrawal
Yearly payment to Zurich - Confirmed,Insurance
Direct debit - Gas bill - British Gas (Auto Pay),Light and Heat
HMRC Corp Tax payment Q1 - Thank you,Corp Tax
Transaction: Account audit fee (Auto Pay),Accountancy
Direct debit - Insurance premium - Direct Line - Thank you,Insurance
Transaction: Vodafone - SIM only bill,Telephone
Direct debit - Rent for office - 45 High Street - Thank you,Rent
Transaction: Retainer fee - Law firm,Legal
Direct debit - USB drives from Amazon (Auto Pay),Computer Consumables
Auto debit - Service invoice - JLL - Thank you,Management Service Charge
Transaction: VAT filing service by Accountant Ltd - Confirmed,Accountancy
Transaction: Gas bill - British Gas (Auto Pay),Light and Heat
Online transfer - PC World - Monitor stand (Auto Pay),Computer Consumables
Auto debit - Vodafone - SIM only bill (Auto Pay),Telephone
Direct debit - Retainer fee - Law firm - Thank you,Legal
Online transfer - Monthly service fee - Lloyds (Ref: 3945),Bank Charges
Auto debit - Barclays - cash taken,Cash withdrawal
Invoice paid - Landlord rent transfer - Confirmed,Rent
Payment - EE Ltd - Fibre broadband,Telephone
Payment - Aviva - Commercial policy,Insurance
Auto debit - Bank fee - Barclays,Bank Charges
Auto debit - Company formation - LegalZoom (Auto Pay),Legal
Online transfer - Business insurance - AXA - Confirmed,Insurance
Auto debit - Bookkeeping invoice - Q2,Accountancy
Transaction: Electricity top-up - E.ON - Confirmed,Light and Heat
Invoice paid - Monthly service fee - Lloyds (Processed),Bank Charges
Quarterly management fee - Confirmed,Management Service Charge
Auto debit - Account audit fee (Processed),Accountancy
Online transfer - Company formation - LegalZoom - Confirmed,Legal
Smith & Co - Tax services (Ref: 3945),Accountancy
Auto debit - PC World - Monitor stand,Computer Consumables
Payment - Retainer fee - Law firm (Ref: 3945),Legal
Printer ink - Staples (Auto Pay),Computer Consumables
Transaction: Electricity top-up - E.ON,Light and Heat
